Start Eff Date,End Eff Date,Cost,Cnty,State,City,Zip,Svc,Mat,SCode,Mkt,Qty,Cnt per wk,Equip,Size Code,Yd Size,Covid
9/1/2020,7/31/2021,48.2,Fayette,KY,LEXINGTON,40511,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Post
1/1/2021,1/31/2021,48.38,Cobb,GA,SMYRNA,30080,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
3/1/2020,4/30/2021,88.58,Harris,TX,HUMBLE,77346,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
8/7/2019,9/30/2021,89.88,Polk,FL,LAKELAND,33813,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
2/19/2021,3/10/2021,146.87,Orange,FL,OCOEE,34761,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
1/15/2021,2/18/2021,73.44,Orange,FL,OCOEE,34761,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
7/1/2020,6/30/2021,199.16,Hartford,CT,EAST HARTFORD,6108,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Post
8/1/2019,8/31/2021,150,Hartford,CT,WETHERSFIELD,6109,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
8/1/2019,3/31/2021,260,Fairfield,CT,STAMFORD,6902,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Pre
8/1/2019,3/31/2021,100,Fairfield,CT,BROOKFIELD,6804,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Pre
2/1/2021,2/28/2021,706.4,Bronx,NY,BRONX,10473,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Post
4/1/2020,1/31/2021,673.4,Bronx,NY,BRONX,10473,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Pre
7/1/2020,7/31/2021,207.44,Hartford,CT,ENFIELD,6082,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Post
8/1/2020,10/31/2021,86.7,Hartford,CT,WETHERSFIELD,6109,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
7/2/2021,7/8/2021,225,Suffolk,NY,ISLANDIA,11749,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Post
8/1/2019,6/30/2021,225,Suffolk,NY,ISLANDIA,11749,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Pre
8/1/2019,8/31/2021,150,New Haven,CT,ORANGE,6477,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
8/1/2019,8/31/2021,150,Fairfield,CT,BRIDGEPORT,6605,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
11/1/2020,11/30/2021,107.78,Fulton,GA,ALPHARETTA,30022,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
7/1/2020,6/30/2021,131.02,Hartford,CT,NEWINGTON,6111,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
2/1/2021,4/30/2021,118.45,Bronx,NY,BRONX,10468,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
2/1/2020,1/31/2021,112.92,Bronx,NY,BRONX,10468,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Pre
7/1/2020,6/30/2021,131.02,Hartford,CT,NEW BRITAIN,6053,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
9/1/2020,5/31/2021,81.08,Monroe,IN,BLOOMINGTON,47404,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
8/1/2020,9/30/2021,183.44,Litchfield,CT,NEW MILFORD,6776,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
11/1/2020,11/30/2021,90.13,Clarke,GA,ATHENS,30606,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
8/1/2019,9/30/2021,145.22,New York,NY,NEW YORK,10027,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Pre
1/1/2021,6/30/2021,81.54,Charleston,SC,CHARLESTON,29407,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Post
4/1/2021,9/1/2021,175.1,Fairfield,CT,STAMFORD,6902,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
8/1/2019,3/31/2021,170,Fairfield,CT,STAMFORD,6902,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
2/1/2021,4/27/2021,114.11,Kings,NY,BROOKLYN,11218,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
4/1/2020,1/31/2021,108.78,Kings,NY,BROOKLYN,11218,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Pre
4/1/2020,1/31/2021,377.1,Queens,NY,RIDGEWOOD,11385,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
8/1/2020,10/31/2021,115.3,Hartford,CT,BLOOMFIELD,6002,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
9/1/2020,8/31/2021,69.36,Wake,NC,RALEIGH,27613,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
2/1/2021,7/8/2021,143.1,Kings,NY,BROOKLYN,11212,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
4/1/2020,1/31/2021,136.42,Kings,NY,BROOKLYN,11212,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Pre
1/27/2020,9/30/2021,178.56,Tolland,CT,TOLLAND,6084,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
7/1/2021,8/29/2021,282.5,Nassau,NY,ELMONT,11003,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Post
11/1/2020,11/30/2021,126.87,Volusia,FL,DELAND,32720,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
1/5/2021,9/30/2021,225,Westchester,NY,HASTINGS HDSN,10706,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
1/15/2021,9/30/2021,175,Fairfield,CT,STRATFORD,6614,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
1/13/2021,8/31/2021,150,New Haven,CT,NORTH HAVEN,6473,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
4/1/2020,3/21/2021,333,Nassau,NY,NEW HYDE PARK,11040,PCK,T,NULL,Open,1,2,DMP,YRDS-4,4,Pre
4/1/2020,1/31/2021,224.81,Kings,NY,BROOKLYN,11213,PCK,T,NULL,Open,1,2,DMP,YRDS-2,2,Pre
10/1/2021,10/1/2021,319.23,Miami-Dade,FL,MIAMI,33186,PCK,T,NULL,Open,1,2,DMP,YRDS-6,6,Post
8/1/2019,9/30/2021,358.52,Miami-Dade,FL,MIAMI,33186,PCK,T,NULL,Open,1,2,DMP,YRDS-6,6,Pre
4/1/2020,5/6/2021,311.76,Kings,NY,BROOKLYN,11220,PCK,T,NULL,Open,1,2,DMP,YRDS-2,2,Pre
6/1/2020,3/31/2021,215.78,Westchester,NY,MOUNT VERNON,10550,PCK,T,NULL,Open,1,2,DMP,YRDS-2,2,Pre
10/1/2019,9/1/2021,207.84,Miami-Dade,FL,HIALEAH,33012,PCK,T,NULL,Open,1,2,DMP,YRDS-4,4,Pre
4/1/2020,1/31/2021,233.1,Bronx,NY,BRONX,10467,PCK,T,NULL,Open,1,2,DMP,YRDS-2,2,Pre
1/1/2021,3/30/2021,171.23,Nueces,TX,CORPUS CHRISTI,78410,PCK,T,NULL,Open,1,2,DMP,YRDS-6,6,Post
4/1/2020,1/31/2021,179.23,Bronx,NY,BRONX,10456,PCK,T,NULL,Open,1,2,DMP,YRDS-2,2,Pre
4/1/2020,1/31/2021,233.1,Bronx,NY,BRONX,10456,PCK,T,NULL,Open,1,2,DMP,YRDS-2,2,Pre
4/1/2020,1/31/2021,224.81,Bronx,NY,BRONX,10454,PCK,T,NULL,Open,1,2,DMP,YRDS-2,2,Pre
4/1/2020,1/31/2021,233.1,Bronx,NY,BRONX,10453,PCK,T,NULL,Open,1,2,DMP,YRDS-2,2,Pre
11/4/2020,6/30/2021,534.67,Nassau,NY,ELMONT,11003,PCK,T,NULL,Open,1,2,DMP,YRDS-6,6,Post
3/11/2021,6/30/2021,293.75,Orange,FL,OCOEE,34761,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Post
1/1/2021,3/31/2021,586.04,Potter,TX,AMARILLO,79103,PCK,T,NULL,Open,1,6,DMP,YRDS-8,8,Post
5/1/2021,5/20/2021,296.96,Randall,TX,AMARILLO,79121,PCK,T,NULL,Open,1,3,DMP,YRDS-8,8,Post
1/1/2021,3/31/2021,295.57,Randall,TX,AMARILLO,79121,PCK,T,NULL,Open,1,3,DMP,YRDS-8,8,Post
8/1/2019,4/1/2021,355.56,Camden,GA,SAINT MARYS,31558,PCK,T,NULL,Open,1,2,DMP,YRDS-4,4,Pre
5/1/2019,4/1/2021,52,Putnam,OH,CONTINENTAL,45831,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Pre
12/1/2019,1/31/2021,64.9,Shelby,IN,SHELBYVILLE,46176,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Pre
7/13/2020,5/19/2021,320.23,Nueces,TX,CORPUS CHRISTI,78413,PCK,T,NULL,Open,1,3,DMP,YRDS-6,6,Post
10/8/2020,4/30/2021,80.07,Fannin,GA,BLUE RIDGE,30513,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
11/1/2020,8/31/2021,81.6,Middlesex,CT,DEEP RIVER,6417,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
11/1/2020,5/10/2021,109,Broward,FL,WEST PARK,33023,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
4/1/2021,9/30/2021,74.03,Wood,OH,BOWLING GREEN,43402,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
11/1/2020,3/31/2021,86.58,Wood,OH,BOWLING GREEN,43402,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
4/1/2021,9/30/2021,277.07,Huntington,IN,HUNTINGTON,46750,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Post
1/1/2021,3/31/2021,280.7,Huntington,IN,HUNTINGTON,46750,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Post
4/1/2021,9/30/2021,105.06,Grant,IN,MARION,46952,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
1/1/2021,3/31/2021,106.44,Grant,IN,MARION,46952,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
11/1/2020,2/28/2021,415,Kershaw,SC,CAMDEN,29020,PCK,T,NULL,Open,1,4,DMP,YRDS-8,8,Post
1/1/2021,3/31/2021,133.24,Vermilion,IL,DANVILLE,61832,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
12/21/2020,2/24/2021,241.63,Nueces,TX,CORPUS CHRISTI,78412,PCK,T,NULL,Open,1,3,DMP,YRDS-4,4,Post
12/9/2020,11/30/2021,83.66,Alachua,FL,GAINESVILLE,32609,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
12/23/2020,1/28/2021,104,Lenoir,NC,KINSTON,28504,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
2/1/2021,3/31/2021,1391.82,Cook,IL,SCHAUMBURG,60173,PCK,T,NULL,Open,1,6,DMP,YRDS-8,8,Post
2/1/2021,2/28/2021,221.57,Gwinnett,GA,NORCROSS,30071,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
2/1/2021,2/28/2021,91,Marion,IN,INDIANAPOLIS,46222,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
2/26/2021,9/30/2021,245,Clayton,GA,CONLEY,30288,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Post
2/27/2021,6/1/2021,105,Iredell,NC,STATESVILLE,28677,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Post
2/1/2021,11/1/2021,290,Hancock,OH,FINDLAY,45839,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Post
3/11/2021,3/11/2021,110,Potter,TX,AMARILLO,79106,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
6/1/2021,7/1/2021,139.05,Lorain,OH,ELYRIA,44035,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
3/30/2020,5/31/2021,135,Lorain,OH,ELYRIA,44035,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Pre
1/1/2021,7/6/2021,187.88,Erie,OH,BERLIN HEIGHTS,44814,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
6/1/2021,7/8/2021,126.69,Richland,OH,MANSFIELD,44906,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Post
4/8/2020,5/31/2021,123,Richland,OH,MANSFIELD,44906,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Pre
12/14/2020,8/24/2021,130,Lorain,OH,LORAIN,44053,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
7/10/2020,11/2/2021,85,Hamilton,OH,CINCINNATI,45241,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
3/22/2021,8/1/2021,110,Brazos,TX,BRYAN,77802,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
2/1/2021,5/31/2021,883.51,Franklin,OH,COLUMBUS,43214,PCK,T,NULL,Open,1,6,DMP,YRDS-8,8,Post
2/1/2020,1/31/2021,857.78,Franklin,OH,COLUMBUS,43214,PCK,T,NULL,Open,1,6,DMP,YRDS-8,8,Pre
1/1/2021,8/20/2021,417.08,Charleston,SC,CHARLESTON,29407,PCK,T,NULL,Open,1,5,DMP,YRDS-8,8,Post
2/1/2021,5/31/2021,427.45,Monroe,IN,BLOOMINGTON,47408,PCK,T,NULL,Open,1,4,DMP,YRDS-8,8,Post
8/1/2019,1/31/2021,415,Monroe,IN,BLOOMINGTON,47408,PCK,T,NULL,Open,1,4,DMP,YRDS-8,8,Pre
1/1/2021,8/31/2021,710.17,El Paso,TX,EL PASO,79912,PCK,T,NULL,Open,1,3,DMP,YRDS-8,8,Post
3/1/2021,3/1/2021,190.55,Decatur,IN,GREENSBURG,47240,PCK,T,NULL,Open,1,3,DMP,YRDS-4,4,Post
7/1/2019,2/28/2021,185,Decatur,IN,GREENSBURG,47240,PCK,T,NULL,Open,1,3,DMP,YRDS-4,4,Pre
6/19/2021,10/28/2021,481.64,Champaign,IL,URBANA,61802,PCK,T,NULL,Open,1,3,DMP,YRDS-6,6,Post
6/1/2019,2/17/2021,294.98,Richland,OH,MANSFIELD,44906,PCK,T,NULL,Open,1,3,DMP,YRDS-6,6,Pre
11/1/2020,11/30/2021,277.85,Clarke,GA,ATHENS,30601,PCK,T,NULL,Open,1,3,DMP,YRDS-8,8,Post
1/1/2021,8/16/2021,150.28,Berkeley,SC,HANAHAN,29410,PCK,T,NULL,Open,1,3,DMP,YRDS-8,8,Post
8/13/2020,1/31/2021,233.3,Smith,TX,TYLER,75703,PCK,T,NULL,Open,1,3,DMP,YRDS-8,8,Post
4/1/2020,1/31/2021,815.18,Orange,NY,CHESTER,10918,PCK,T,NULL,Open,1,2,DMP,YRDS-6,6,Pre
8/1/2020,6/30/2021,831.36,Hartford,CT,WEST HARTFORD,6117,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Post
1/1/2021,11/30/2021,151.82,Johnson,TX,BURLESON,76028,PCK,T,NULL,Open,1,2,DMP,YRDS-2,2,Post
4/1/2021,9/30/2021,817.16,Saint Lawrence,NY,MASSENA,13662,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Post
11/1/2020,3/31/2021,794.03,Saint Lawrence,NY,MASSENA,13662,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Post
8/1/2021,9/30/2021,985.35,Franklin,NY,MALONE,12953,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Post
11/1/2020,7/31/2021,899.67,Franklin,NY,MALONE,12953,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Post
10/14/2020,7/20/2021,215,Tarrant,TX,FORT WORTH,76132,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Post
1/1/2021,6/18/2021,321.09,Champaign,IL,URBANA,61802,PCK,T,NULL,Open,1,2,DMP,YRDS-6,6,Post
9/1/2020,5/31/2021,132.32,Ripley,IN,OSGOOD,47037,PCK,T,NULL,Open,1,2,DMP,YRDS-6,6,Post
1/1/2021,8/20/2021,160.43,Charleston,SC,CHARLESTON,29407,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Post
6/1/2019,7/31/2021,192,Kane,IL,ST CHARLES,60174,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Pre
4/1/2020,4/30/2021,211.15,Kankakee,IL,BRADLEY,60915,PCK,T,NULL,Open,1,2,DMP,YRDS-6,6,Pre
9/1/2020,5/31/2021,287.23,Fayette,KY,LEXINGTON,40510,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Post
9/1/2020,5/31/2021,215.7,Clark,IN,JEFFERSONVILLE,47130,PCK,T,NULL,Open,1,2,DMP,YRDS-6,6,Post
9/1/2020,5/31/2021,149.03,Dearborn,IN,AURORA,47001,PCK,T,NULL,Open,1,2,DMP,YRDS-4,4,Post
4/1/2020,4/30/2021,270.63,Kankakee,IL,BOURBONNAIS,60914,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Pre
9/1/2020,5/31/2021,266.71,Butler,OH,FAIRFIELD,45011,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Post
6/1/2021,9/30/2021,1150.97,Franklin,NY,SARANAC LAKE,12983,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Post
11/1/2020,5/31/2021,1015.56,Franklin,NY,SARANAC LAKE,12983,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Post
2/1/2020,4/30/2021,177.95,Forsyth,GA,CUMMING,30041,PCK,T,NULL,Open,1,2,DMP,YRDS-6,6,Pre
9/1/2020,5/31/2021,287.23,Wayne,IN,RICHMOND,47374,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Post
9/1/2020,9/30/2021,146.73,Edgecombe,NC,ROCKY MOUNT,27801,PCK,T,NULL,Open,1,2,DMP,YRDS-2,2,Post
1/1/2021,8/16/2021,422.37,Berkeley,SC,HANAHAN,29410,PCK,T,NULL,Open,1,6,DMP,YRDS-8,8,Post
1/1/2021,5/31/2021,641.76,Eau Claire,WI,EAU CLAIRE,54701,PCK,T,NULL,Open,1,3,DMP,YRDS-8,8,Post
11/26/2020,1/8/2021,400,Clay,FL,MIDDLEBURG,32068,PCK,T,NULL,Open,1,3,DMP,YRDS-8,8,Post
4/1/2020,4/30/2021,22.2,Harris,TX,HOUSTON,77070,PCK,T,NULL,Open,1,5,DMP,YRDS-8,8,Pre
12/4/2020,4/30/2021,386.81,Dallas,TX,CARROLLTON,75006,PCK,T,NULL,Open,1,5,DMP,YRDS-8,8,Post
1/1/2021,7/31/2021,317.34,Lubbock,TX,LUBBOCK,79424,PCK,T,NULL,Open,1,5,DMP,YRDS-4,4,Post
9/1/2020,9/30/2021,803.24,Wilson,NC,WILSON,27893,PCK,T,NULL,Open,1,4,DMP,YRDS-8,8,Post
8/1/2020,4/30/2021,529.48,Forsyth,GA,CUMMING,30041,PCK,T,NULL,Open,1,3,DMP,YRDS-6,6,Post
8/3/2020,10/31/2021,384,Clarke,GA,ATHENS,30605,PCK,T,NULL,Open,1,3,DMP,YRDS-8,8,Post
8/1/2020,4/30/2021,802,Alachua,FL,GAINESVILLE,32606,PCK,T,NULL,Open,1,6,DMP,YRDS-8,8,Post
9/22/2020,5/31/2021,167.81,Jackson,IN,BROWNSTOWN,47220,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Post
2/1/2021,3/16/2021,503.1,Greenville,SC,GREENVILLE,29605,PCK,T,NULL,Open,1,6,DMP,YRDS-8,8,Post
10/12/2020,1/31/2021,491.31,Greenville,SC,GREENVILLE,29605,PCK,T,NULL,Open,1,6,DMP,YRDS-8,8,Post
10/22/2020,5/31/2021,550.57,Bartholomew,IN,COLUMBUS,47203,PCK,T,NULL,Open,1,5,DMP,YRDS-8,8,Post
10/22/2020,11/30/2021,615,Clarke,GA,ATHENS,30606,PCK,T,NULL,Open,1,6,DMP,YRDS-8,8,Post
11/1/2020,8/31/2021,452.05,Lexington,SC,LEXINGTON,29072,PCK,T,NULL,Open,1,5,DMP,YRDS-8,8,Post
2/3/2021,3/17/2021,440,Vanderburgh,IN,EVANSVILLE,47715,PCK,T,NULL,Open,1,6,DMP,YRDS-6,6,Post
10/22/2020,2/2/2021,345.87,Vanderburgh,IN,EVANSVILLE,47715,PCK,T,NULL,Open,1,6,DMP,YRDS-4,4,Post
1/2/2021,11/30/2021,618.74,Seminole,FL,OVIEDO,32765,PCK,T,NULL,Open,1,5,DMP,YRDS-8,8,Post
1/1/2021,4/27/2021,1399.15,Bexar,TX,SAN ANTONIO,78219,PCK,T,NULL,Open,1,3,DMP,YRDS-6,6,Post
1/1/2021,1/31/2021,282.74,Williamson,IL,MARION,62959,PCK,T,NULL,Open,1,2,DMP,YRDS-2,2,Post
1/26/2021,4/23/2021,245.56,Franklin,OH,COLUMBUS,43214,PCK,T,NULL,Open,1,2,DMP,YRDS-6,6,Post
12/18/2020,5/17/2021,267,Rock,WI,JANESVILLE,53546,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Post
12/14/2020,5/31/2021,257,Crawford,OH,BUCYRUS,44820,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Post
1/1/2021,8/31/2021,453.55,Tarrant,TX,FORT WORTH,76155,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Post
12/24/2020,1/6/2021,300,Clay,FL,MIDDLEBURG,32068,PCK,T,NULL,Open,1,3,DMP,YRDS-8,8,Post
1/6/2021,7/5/2021,573,Marion,IN,INDIANAPOLIS,46227,PCK,T,NULL,Open,1,6,DMP,YRDS-6,6,Post
6/1/2021,8/31/2021,462.15,Wayne,IN,RICHMOND,47374,PCK,T,NULL,Open,1,4,DMP,YRDS-8,8,Post
1/1/2021,5/31/2021,448.69,Wayne,IN,RICHMOND,47374,PCK,T,NULL,Open,1,4,DMP,YRDS-8,8,Post
1/1/2021,5/31/2021,209.43,Monroe,IN,BLOOMINGTON,47403,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Post
2/12/2021,2/18/2021,150,Vanderburgh,IN,EVANSVILLE,47715,PCK,T,NULL,Open,1,2,DMP,YRDS-4,4,Post
2/1/2021,5/31/2021,440.4,Worth,GA,SYLVESTER,31791,PCK,T,NULL,Open,1,3,DMP,YRDS-8,8,Post
3/1/2021,5/31/2021,422.83,Ross,OH,CHILLICOTHE,45601,PCK,T,NULL,Open,1,3,DMP,YRDS-8,8,Post
3/10/2021,9/30/2021,415.68,Duval,FL,JACKSONVILLE,32224,PCK,T,NULL,Open,1,4,DMP,YRDS-8,8,Post
9/3/2020,6/25/2021,190,McLean,IL,BLOOMINGTON,61705,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
12/30/2020,9/30/2021,138,Pitt,NC,GREENVILLE,27858,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
11/1/2018,1/31/2021,80.35,Hamilton,IN,FISHERS,46038,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
8/1/2020,9/30/2021,318.06,Hartford,CT,WINDSOR LOCKS,6096,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
3/1/2020,7/31/2021,122.52,Fayette,KY,LEXINGTON,40503,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Pre
9/1/2020,5/31/2021,87.88,Randolph,IN,WINCHESTER,47394,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Post
11/1/2020,9/30/2021,148.92,Yates,NY,PENN YAN,14527,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
11/1/2020,9/30/2021,97.53,Chautauqua,NY,LAKEWOOD,14750,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
11/1/2020,9/30/2021,97.53,Chautauqua,NY,LAKEWOOD,14750,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
3/1/2020,7/31/2021,100.63,Fayette,KY,LEXINGTON,40511,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Pre
8/1/2021,10/20/2021,54.68,Fayette,KY,LEXINGTON,40504,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
3/1/2020,7/31/2021,53.09,Fayette,KY,LEXINGTON,40504,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Pre
9/1/2020,5/31/2021,70.45,Montgomery,OH,VANDALIA,45377,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
1/1/2021,8/31/2021,267.39,El Paso,TX,EL PASO,79912,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Post
9/1/2020,5/31/2021,102.49,Lawrence,IN,MITCHELL,47446,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
5/1/2019,10/31/2021,175.57,Hamilton,OH,CINCINNATI,45246,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Pre
9/1/2020,4/30/2021,133.5,Lorain,OH,LORAIN,44052,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
1/1/2021,2/11/2021,94.16,Butler,OH,WEST CHESTER,45069,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Post
10/2/2020,8/1/2021,130,Vanderburgh,IN,EVANSVILLE,47715,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
1/1/2021,1/31/2021,241.07,Kerr,TX,KERRVILLE,78028,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
12/17/2019,3/5/2021,135,Whiteside,IL,STERLING,61081,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
3/19/2020,9/30/2021,69.3,Dubois,IN,JASPER,47546,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
4/27/2020,5/31/2021,125,Franklin,KY,FRANKFORT,40601,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Pre
3/13/2020,5/1/2021,175,Cook,IL,HOMEWOOD,60430,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Pre
1/1/2021,3/31/2021,212.26,Clay,IN,BRAZIL,47834,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Post
1/1/2021,5/31/2021,106.38,Hillsborough,FL,BRANDON,33511,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
2/1/2021,5/31/2021,87.65,Fairfield,CT,NORWALK,6851,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
5/13/2020,1/31/2021,87.64,Fairfield,CT,NORWALK,6851,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Pre
3/1/2020,1/31/2021,175,Columbia,GA,EVANS,30809,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Pre
5/21/2020,3/31/2021,160.65,Fairfield,CT,DANBURY,6810,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
1/1/2021,5/31/2021,61.15,Harris,TX,HOUSTON,77060,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
7/7/2020,5/31/2021,180,Fairfield,CT,STAMFORD,6906,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
7/23/2020,3/31/2021,77.25,Camden,GA,KINGSLAND,31548,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
4/1/2021,7/5/2021,319.37,Westchester,NY,YORKTOWN HEIGHTS,10598,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Post
8/24/2020,3/31/2021,310.82,Westchester,NY,YORKTOWN HEIGHTS,10598,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Post
