Start Eff Date,End Eff Date,Cost,Cnty,State,City,Zip,Svc,Mat,SCode,Mkt,Qty,Cnt per wk,Equip,Size Code,Yd Size,Covid
9/1/2020,5/31/2021,136.24,Franklin,OH,GALLOWAY,43119,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
8/1/2019,7/31/2021,82.81,Muscogee,GA,COLUMBUS,31904,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
8/1/2019,4/30/2021,75.19,Cobb,GA,MARIETTA,30066,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
8/1/2019,4/30/2021,90.64,Whitley,IN,COLUMBIA CITY,46725,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
8/1/2019,4/30/2021,86.02,Allen,IN,FORT WAYNE,46804,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
9/1/2020,5/31/2021,79.12,Clark,IN,SELLERSBURG,47172,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
9/1/2020,5/31/2021,87.75,Boyle,KY,DANVILLE,40422,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
11/1/2020,9/30/2021,97.62,Guilford,NC,HIGH POINT,27262,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
9/1/2020,5/31/2021,85.77,Washington,IN,SALEM,47167,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
9/1/2020,9/30/2021,83.34,Alamance,NC,BURLINGTON,27217,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
6/1/2021,11/30/2021,85.72,Haywood,NC,WAYNESVILLE,28785,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
11/1/2020,5/31/2021,84.87,Haywood,NC,WAYNESVILLE,28785,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
11/1/2020,11/30/2021,72.43,Escambia,FL,PENSACOLA,32504,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
11/1/2020,11/30/2021,99.84,Escambia,FL,PENSACOLA,32506,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
1/1/2021,3/31/2021,86,Warren,KY,BOWLING GREEN,42101,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
6/1/2021,11/30/2021,85.72,Haywood,NC,WAYNESVILLE,28786,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
11/1/2020,5/31/2021,84.87,Haywood,NC,WAYNESVILLE,28786,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
11/1/2020,5/11/2021,89.43,Webb,TX,LAREDO,78043,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
11/1/2020,11/30/2021,59.07,Clarke,GA,ATHENS,30605,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
9/1/2020,9/30/2021,113.29,Floyd,GA,ROME,30165,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
9/1/2020,3/4/2021,83.49,Jefferson,KY,LOUISVILLE,40219,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
9/1/2020,5/31/2021,86.17,Warren,OH,MASON,45040,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
8/1/2019,4/30/2021,90.55,Adams,IN,DECATUR,46733,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
8/1/2019,5/31/2021,90.24,Dane,WI,MADISON,53719,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
12/1/2019,10/31/2021,86.35,Langlade,WI,ANTIGO,54409,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
1/1/2021,3/31/2021,35.04,Harris,TX,HOUSTON,77051,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
11/1/2020,11/30/2021,239.85,Alachua,FL,GAINESVILLE,32609,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Post
3/1/2021,3/17/2021,622.28,Hartford,CT,WINDSOR,6095,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Post
7/1/2019,2/28/2021,593.67,Hartford,CT,WINDSOR,6095,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Pre
4/1/2020,1/31/2021,298.32,Queens,NY,FRESH MEADOWS,11365,PCK,T,NULL,Open,1,2,DMP,YRDS-2,2,Pre
1/1/2021,3/31/2021,62.82,Denton,TX,CARROLLTON,75007,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Post
1/1/2021,3/31/2021,62.82,Denton,TX,CARROLLTON,75007,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Post
5/1/2020,5/20/2021,130,Bibb,GA,MACON,31204,PCK,T,NULL,Open,1,2,DMP,YRDS-6,6,Pre
8/1/2020,9/30/2021,617.08,Fairfield,CT,SHELTON,6484,PCK,T,NULL,Open,1,2,DMP,YRDS-4,4,Post
8/1/2019,7/31/2021,213.56,Muscogee,GA,COLUMBUS,31904,PCK,T,NULL,Open,1,2,DMP,YRDS-4,4,Pre
3/1/2021,5/31/2021,198.81,Hamilton,OH,CINCINNATI,45249,PCK,T,NULL,Open,1,2,DMP,YRDS-6,6,Post
1/1/2020,2/28/2021,193.02,Hamilton,OH,CINCINNATI,45249,PCK,T,NULL,Open,1,2,DMP,YRDS-6,6,Pre
2/1/2021,5/31/2021,217.32,Hamilton,OH,CINCINNATI,45209,PCK,T,NULL,Open,1,2,DMP,YRDS-6,6,Post
1/1/2020,1/31/2021,210.99,Hamilton,OH,CINCINNATI,45209,PCK,T,NULL,Open,1,2,DMP,YRDS-6,6,Pre
10/27/2020,6/30/2021,692,Hartford,CT,FARMINGTON,6032,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Post
9/1/2020,4/6/2021,121.03,Richland,OH,MANSFIELD,44906,PCK,T,NULL,Open,1,2,DMP,YRDS-2,2,Post
6/29/2020,4/6/2021,120,Charleston,SC,CHARLESTON,29414,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Pre
1/1/2021,6/30/2021,211.99,Galveston,TX,GALVESTON,77550,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Post
1/1/2020,8/31/2021,197.81,El Paso,TX,EL PASO,79925,PCK,T,NULL,Open,1,2,DMP,YRDS-4,4,Pre
6/1/2019,3/31/2021,450.45,Westchester,NY,ELMSFORD,10523,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Pre
5/22/2019,1/31/2021,380,Orange,NY,ROCK TAVERN,12575,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Pre
6/1/2019,3/31/2021,325.17,Westchester,NY,YONKERS,10710,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Pre
11/2/2020,5/31/2021,88.45,Duval,FL,JACKSONVILLE,32223,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
8/1/2019,2/19/2021,66.63,Butler,OH,WEST CHESTER,45069,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
8/1/2020,9/30/2021,115.09,New Haven,CT,SOUTHBURY,6488,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
8/1/2020,9/30/2021,220.49,Hartford,CT,MANCHESTER,6040,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
9/1/2020,5/31/2021,111.2,Hamilton,OH,CINCINNATI,45242,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Post
8/1/2019,9/14/2021,91.64,Bibb,GA,MACON,31210,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Pre
6/1/2021,10/31/2021,331.71,Clinton,NY,PLATTSBURGH,12901,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
11/1/2020,5/31/2021,295.18,Clinton,NY,PLATTSBURGH,12901,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
3/1/2021,10/31/2021,246.95,Chemung,NY,ELMIRA,14903,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Post
11/1/2020,2/28/2021,224.5,Chemung,NY,ELMIRA,14903,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Post
4/1/2019,3/31/2021,86.6,Suffolk,NY,MELVILLE,11747,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Pre
4/1/2020,4/30/2021,76.72,Kankakee,IL,MANTENO,60950,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Pre
9/1/2020,9/30/2021,82.96,Upson,GA,THE ROCK,30285,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
12/1/2020,11/30/2021,99.86,Franklin,GA,ROYSTON,30662,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
8/1/2018,1/31/2021,133.19,Orange,NY,NEWBURGH,12550,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
9/1/2020,5/31/2021,104.38,Hamilton,OH,CINCINNATI,45203,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
9/1/2020,5/31/2021,123.6,Hamilton,OH,CINCINNATI,45241,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
8/1/2020,9/30/2021,303.35,New Haven,CT,WATERBURY,6708,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
9/1/2020,5/31/2021,74,Clark,IN,CLARKSVILLE,47129,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
10/2/2020,4/30/2021,101.97,Fannin,GA,MC CAYSVILLE,30555,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
9/1/2020,5/31/2021,109.05,Jefferson,KY,LOUISVILLE,40213,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
9/1/2020,5/31/2021,78.55,Kenton,KY,ERLANGER,41018,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
9/1/2019,11/1/2021,73.38,Whitfield,GA,DALTON,30720,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
1/1/2021,1/2/2021,98.44,Nueces,TX,CORPUS CHRISTI,78468,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
11/1/2020,11/30/2021,71.62,Fulton,GA,ATLANTA,30316,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
8/1/2019,8/31/2021,57.2,Lexington,SC,CAYCE,29033,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
8/1/2019,4/30/2021,75.19,Cobb,GA,MARIETTA,30066,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
8/1/2019,4/30/2021,94.23,Gwinnett,GA,BUFORD,30519,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
8/1/2019,4/30/2021,72.1,Pickens,GA,JASPER,30143,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
8/1/2019,4/30/2021,86.18,Allen,IN,FORT WAYNE,46805,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
8/1/2019,4/30/2021,86.18,Allen,IN,FORT WAYNE,46825,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
8/1/2019,5/31/2021,69.67,Calumet,WI,CHILTON,53014,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
9/1/2020,1/11/2021,104.39,Dougherty,GA,ALBANY,31701,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
11/1/2020,11/30/2021,92.1,Escambia,FL,PENSACOLA,32507,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
9/1/2020,5/31/2021,85.88,Fayette,IN,CONNERSVILLE,47331,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
9/1/2020,5/31/2021,86.62,Floyd,IN,NEW ALBANY,47150,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
9/1/2020,5/31/2021,82.99,Lawrence,IN,MITCHELL,47446,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
9/1/2020,5/31/2021,95.17,Clark,IN,CHARLESTOWN,47111,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
9/1/2020,5/31/2021,81.97,Jefferson,KY,LOUISVILLE,40216,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
9/1/2020,5/31/2021,61.96,Jackson,IN,SEYMOUR,47274,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
9/1/2020,5/31/2021,65.05,Jennings,IN,NORTH VERNON,47265,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
10/2/2020,5/31/2021,79.19,Hamilton,OH,CINCINNATI,45240,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
9/1/2020,5/31/2021,80.12,Clermont,OH,AMELIA,45102,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
9/1/2017,10/11/2021,61.07,Marion,IN,INDIANAPOLIS,46268,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
11/1/2020,11/30/2021,56.82,Jackson,GA,COMMERCE,30529,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
9/1/2020,5/31/2021,84.84,Butler,OH,HAMILTON,45013,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
9/1/2020,5/31/2021,78.13,Clermont,OH,MILFORD,45150,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
9/1/2020,5/31/2021,67.15,Monroe,IN,BLOOMINGTON,47404,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
11/1/2020,11/30/2021,67.44,Barrow,GA,WINDER,30680,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
9/1/2020,5/31/2021,84.42,Jefferson,KY,LOUISVILLE,40299,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
11/1/2020,2/21/2021,89.08,Chatham,GA,SAVANNAH,31408,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
3/1/2021,9/30/2021,111.79,Cumberland,NC,FAYETTEVILLE,28311,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
8/1/2020,9/30/2021,164.22,New Haven,CT,NEW HAVEN,6513,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
11/1/2020,10/31/2021,241.68,Otsego,NY,COOPERSTOWN,13326,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
4/1/2019,3/31/2021,115.3,Westchester,NY,BALDWIN PLACE,10505,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Pre
9/1/2018,6/1/2021,110.33,Fairfield,CT,STAMFORD,6905,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Pre
5/1/2020,1/31/2021,66.41,Rockland,NY,PEARL RIVER,10965,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Pre
8/1/2021,10/31/2021,214.33,Franklin,NY,MALONE,12953,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
11/1/2020,7/31/2021,195.69,Franklin,NY,MALONE,12953,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
6/2/2021,10/31/2021,109.37,Clinton,NY,PLATTSBURGH,12901,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
11/1/2020,6/1/2021,97.33,Clinton,NY,PLATTSBURGH,12901,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
9/1/2021,10/31/2021,109.37,Clinton,NY,PLATTSBURGH,12901,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
11/1/2020,8/31/2021,97.33,Clinton,NY,PLATTSBURGH,12901,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
3/10/2020,5/31/2021,60,Hamilton,OH,CINCINNATI,45238,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Pre
9/1/2020,5/31/2021,61.8,Lorain,OH,LORAIN,44053,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
9/1/2020,5/31/2021,61.8,Hamilton,OH,CINCINNATI,45241,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
9/1/2020,5/31/2021,61.8,Butler,OH,WEST CHESTER,45069,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
9/1/2020,5/31/2021,61.8,Butler,OH,WEST CHESTER,45069,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
9/1/2020,5/31/2021,71.02,Hamilton,OH,BLUE ASH,45236,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
9/1/2020,5/31/2021,61.8,Kenton,KY,CRESCENT SPRINGS,41017,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
9/1/2020,5/31/2021,61.8,Clermont,OH,BETHEL,45106,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
9/1/2020,5/31/2021,61.8,Clermont,OH,AMELIA,45102,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
9/1/2020,5/31/2021,61.8,Hamilton,OH,CINCINNATI,45242,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
9/1/2020,5/31/2021,61.8,Butler,OH,FAIRFIELD,45014,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
9/1/2020,5/31/2021,61.46,Richland,OH,MANSFIELD,44907,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
9/1/2020,5/31/2021,61.8,Richland,OH,MANSFIELD,44905,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
9/1/2020,5/31/2021,61.8,Hamilton,OH,CINCINNATI,45246,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
9/1/2020,5/31/2021,61.8,Clermont,OH,WILLIAMSBURG,45176,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
9/1/2020,5/31/2021,61.46,Richland,OH,MANSFIELD,44906,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
9/1/2020,5/31/2021,61.8,Clermont,OH,MILFORD,45150,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
9/1/2020,5/31/2021,61.8,Ashland,OH,ASHLAND,44805,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
9/1/2020,5/31/2021,61.8,Hamilton,OH,CINCINNATI,45255,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
9/1/2020,5/31/2021,61.8,Clermont,OH,MILFORD,45150,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
9/1/2020,5/31/2021,61.8,Clermont,OH,LOVELAND,45140,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
11/1/2020,1/28/2021,50.91,Eau Claire,WI,EAU CLAIRE,54703,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
8/1/2019,4/30/2021,202.92,Fulton,GA,ATLANTA,30336,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Pre
2/1/2020,4/1/2021,230.95,Mecklenburg,NC,CHARLOTTE,28273,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Pre
4/1/2020,4/30/2021,154.5,Cook,IL,CHICAGO HEIGHTS,60411,PCK,T,NULL,Open,1,2,DMP,YRDS-4,4,Pre
8/1/2020,4/30/2021,306.25,Travis,TX,AUSTIN,78704,PCK,T,NULL,Open,1,2,DMP,YRDS-8,8,Post
3/1/2020,4/30/2021,89.2,Harris,TX,HOUSTON,77077,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
8/1/2019,9/30/2021,103.02,Polk,FL,AUBURNDALE,33823,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Pre
4/1/2017,5/31/2021,80,Caldwell,NC,LENOIR,28645,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
9/1/2020,5/31/2021,118.95,Cuyahoga,OH,WESTLAKE,44145,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Post
9/1/2019,3/31/2021,69.93,Westchester,NY,MOUNT VERNON,10550,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Pre
11/1/2020,11/30/2021,69.48,Alachua,FL,GAINESVILLE,32609,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
11/1/2020,11/30/2021,68.8,Alachua,FL,GAINESVILLE,32608,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
3/1/2015,1/6/2021,55,Waupaca,WI,NEW LONDON,54961,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Pre
11/1/2020,11/30/2021,116.41,Putnam,FL,EAST PALATKA,32131,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
4/1/2020,4/22/2021,63.76,Cook,IL,CHICAGO HEIGHTS,60411,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Pre
12/21/2020,1/17/2021,155.88,Kings,NY,BROOKLYN,11208,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
12/21/2020,1/17/2021,155.88,Kings,NY,BROOKLYN,11208,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
8/1/2019,9/30/2021,63.52,Polk,FL,AUBURNDALE,33823,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Pre
8/1/2019,4/30/2021,61.83,Clay,FL,ORANGE PARK,32073,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Pre
6/14/2021,8/8/2021,103.92,Pitt,NC,WINTERVILLE,28590,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
7/5/2021,7/20/2021,125.57,Kings,NY,BROOKLYN,11208,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
8/1/2019,5/1/2021,66.85,Cherokee,GA,CANTON,30115,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
9/1/2020,5/31/2021,81.91,Franklin,OH,COLUMBUS,43224,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
4/1/2020,4/30/2021,135.06,Will,IL,JOLIET,60431,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Pre
9/1/2020,9/30/2021,96.62,Durham,NC,DURHAM,27703,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Post
11/1/2019,8/31/2021,144.64,New Haven,CT,NORTH HAVEN,6473,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
11/1/2019,5/31/2021,71.56,Richmond,GA,AUGUSTA,30906,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
11/1/2020,11/30/2021,53.01,Oconee,GA,BOGART,30622,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
1/1/2021,6/1/2021,90.78,Greenville,SC,GREER,29650,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
12/21/2020,1/17/2021,155.88,Hamilton,OH,FAIRMOUNT,45214,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
3/1/2021,10/31/2021,110,Steuben,NY,CORNING,14830,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
4/1/2015,2/28/2021,100,Steuben,NY,CORNING,14830,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Pre
8/1/2019,5/24/2021,91.64,Peach,GA,BYRON,31008,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Pre
9/1/2020,9/30/2021,89.27,Wake,NC,APEX,27523,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
9/1/2020,5/31/2021,138.23,Cuyahoga,OH,OAKWOOD VILLAGE,44146,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
12/1/2020,9/30/2021,130.42,Pike,GA,ZEBULON,30295,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
11/1/2020,11/30/2021,85.07,Alachua,FL,GAINESVILLE,32608,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
6/1/2019,3/31/2021,89.25,Fairfield,CT,STAMFORD,6902,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Pre
9/1/2020,9/30/2021,165.53,Vance,NC,HENDERSON,27536,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
3/1/2020,2/8/2021,85,Vanderburgh,IN,EVANSVILLE,47711,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Pre
9/1/2020,9/30/2021,241.43,Guilford,NC,GREENSBORO,27406,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
11/1/2020,10/31/2021,95.06,Chautauqua,NY,FALCONER,14733,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
9/1/2020,5/31/2021,112.82,Richland,OH,MANSFIELD,44903,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Post
9/1/2020,4/1/2021,109.68,Hamilton,OH,CINCINNATI,45241,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
8/1/2020,9/30/2021,193.98,Litchfield,CT,TORRINGTON,6790,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
7/1/2008,2/28/2021,150,Chenango,NY,NORWICH,13815,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Pre
6/1/2021,10/31/2021,264.41,Clinton,NY,PLATTSBURGH,12901,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
11/1/2020,5/31/2021,235.29,Clinton,NY,PLATTSBURGH,12901,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
7/1/2020,6/30/2021,90.56,Hartford,CT,SOUTHINGTON,6489,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Post
4/1/2020,4/30/2021,112.16,Lake,IN,HAMMOND,46323,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Pre
6/1/2021,8/16/2021,110.65,Butler,OH,HAMILTON,45011,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
9/1/2020,5/31/2021,107.43,Butler,OH,HAMILTON,45011,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
9/1/2020,5/31/2021,71.72,Hamilton,OH,CINCINNATI,45203,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
8/1/2020,9/30/2021,181.8,Hartford,CT,HARTFORD,6114,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Post
4/1/2019,3/31/2021,86.6,Suffolk,NY,BOHEMIA,11716,PCK,T,NULL,Open,1,1,DMP,YRDS-2,2,Pre
5/1/2021,9/30/2021,119.67,Horry,SC,CONWAY,29526,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Post
9/1/2020,4/30/2021,116.47,Horry,SC,CONWAY,29526,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Post
1/1/2021,6/20/2021,104.68,Potter,TX,AMARILLO,79107,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
1/1/2021,11/30/2021,93,Dallas,TX,CARROLLTON,75006,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Post
1/1/2021,4/22/2021,137.06,Dallas,TX,DALLAS,75234,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
8/1/2019,4/30/2021,66.12,Coweta,GA,NEWNAN,30263,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
8/1/2019,4/30/2021,102.05,Coweta,GA,NEWNAN,30263,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Pre
11/1/2020,11/30/2021,125.54,Hart,GA,HARTWELL,30643,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
12/1/2019,3/31/2021,85,Carroll,GA,CARROLLTON,30116,PCK,T,NULL,Open,1,1,DMP,YRDS-6,6,Pre
11/1/2020,9/30/2021,110.16,Wayne,NY,LYONS,14489,PCK,T,NULL,Open,1,1,DMP,YRDS-8,8,Post
8/1/2019,9/30/2021,78.51,Vanderburgh,IN,EVANSVILLE,47712,PCK,T,NULL,Open,1,1,DMP,YRDS-4,4,Pre
7/5/2021,8/24/2021,160,Vanderburgh,IN,EVANSVILLE,47725,PCK,C,NULL,Open,1,1,DMP,YRDS-8,8,Post
